antecedents,consequents,support,confidence,lift
frozenset({'22917'}),"frozenset({'22919', '22916'})",0.010082915344456956,0.8208333333333334,77.85165857605179
"frozenset({'22919', '22916'})",frozenset({'22917'}),0.010082915344456956,0.9563106796116504,77.85165857605178
"frozenset({'22918', '22917'})",frozenset({'22916'}),0.010390009212816052,0.9441860465116281,77.83758218035523
frozenset({'22916'}),"frozenset({'22918', '22917'})",0.010390009212816052,0.8565400843881857,77.83758218035523
"frozenset({'22918', '22916'})",frozenset({'22917'}),0.010390009212816052,0.9530516431924884,77.58634585289516
frozenset({'22917'}),"frozenset({'22918', '22916'})",0.010390009212816052,0.8458333333333334,77.58634585289516
frozenset({'22917'}),"frozenset({'22920', '22916'})",0.010236462278636503,0.8333333333333334,77.53174603174604
"frozenset({'22920', '22916'})",frozenset({'22917'}),0.010236462278636503,0.9523809523809523,77.53174603174602
"frozenset({'22917', '22920'})",frozenset({'22916'}),0.010236462278636503,0.9345794392523364,77.04562482747743
frozenset({'22916'}),"frozenset({'22917', '22920'})",0.010236462278636503,0.8438818565400844,77.04562482747743
